Time,,,HR,BR
3/12/2019,4:03:40,PM,82,16.7
3/12/2019,4:03:41,PM,83,15.3
3/12/2019,4:03:42,PM,83,15.3
3/12/2019,4:03:43,PM,82,14.4
3/12/2019,4:03:44,PM,81,14.4
3/12/2019,4:03:45,PM,81,13.5
3/12/2019,4:03:46,PM,83,13.5
3/12/2019,4:03:47,PM,82,13.1
3/12/2019,4:03:48,PM,82,13.1
3/12/2019,4:03:49,PM,81,12.7
3/12/2019,4:03:50,PM,80,12.7
3/12/2019,4:03:51,PM,79,12.6
3/12/2019,4:03:52,PM,79,12.6
3/12/2019,4:03:53,PM,81,12.9
3/12/2019,4:03:54,PM,81,12.9
3/12/2019,4:03:55,PM,81,13.1
3/12/2019,4:03:56,PM,81,13.1
3/12/2019,4:03:57,PM,80,13.6
3/12/2019,4:03:58,PM,80,13.6
3/12/2019,4:03:59,PM,79,14
3/12/2019,4:04:00,PM,78,14
3/12/2019,4:04:01,PM,78,14.4
3/12/2019,4:04:03,PM,81,14.8
3/12/2019,4:04:04,PM,81,14.8
3/12/2019,4:04:05,PM,82,15.1
3/12/2019,4:04:07,PM,82,15.5
3/12/2019,4:04:09,PM,82,15.8
3/12/2019,4:04:10,PM,81,15.8
3/12/2019,4:04:11,PM,79,16.1
3/12/2019,4:04:22,PM,81,15.3
3/12/2019,4:04:23,PM,80,14
3/12/2019,4:04:24,PM,80,14
3/12/2019,4:04:25,PM,80,12.9
3/12/2019,4:04:26,PM,79,12.9
3/12/2019,4:04:27,PM,79,11.9
3/12/2019,4:04:28,PM,81,11.9
3/12/2019,4:04:29,PM,79,11.2
3/12/2019,4:04:30,PM,79,11.2
3/12/2019,4:04:31,PM,81,10.4
3/12/2019,4:04:32,PM,81,10.4
3/12/2019,4:04:33,PM,81,9.9
3/12/2019,4:04:34,PM,82,9.9
3/12/2019,4:04:35,PM,82,9.5
3/12/2019,4:04:36,PM,81,9.5
3/12/2019,4:04:37,PM,81,9.2
3/12/2019,4:04:38,PM,83,9.2
